Total_Vehiculos,Tiempo_Medio_s,Ocupacion_Espacial_%,Hora_Inicio,Hora_Fin,Dia_Semana,Direccion,move_time_s,cluster,tiempo_optimo_s
7,5.1,17.24,09:06:08,09:06:41,1,4,33,0,35
4,4.45,9.5,09:06:46,09:07:19,1,2,33,1,20
5,2.73,3.47,09:07:24,09:07:57,1,1,33,1,20
7,2.81,21.85,09:08:02,09:08:35,1,3,33,0,35
2,2.83,5.57,09:08:40,09:09:13,1,4,33,1,20
7,2.49,16.71,09:09:18,09:09:51,1,2,33,0,35
10,2.72,18.67,09:09:56,09:10:29,1,1,33,0,35
7,4.39,21.19,09:10:34,09:11:07,1,3,33,0,35
5,1.19,11.82,09:11:12,09:11:45,1,4,33,1,20
7,3.7,17.62,09:11:50,09:12:23,1,2,33,0,35
3,1.29,4.11,09:12:28,09:13:01,1,1,33,1,20
14,1.9,28.63,09:13:06,09:13:39,1,3,33,0,35
7,2.18,15.08,09:13:44,09:14:17,1,4,33,0,35
3,3.87,8.45,09:14:22,09:14:55,1,2,33,1,20
7,2.82,6.52,09:15:00,09:15:33,1,1,33,1,20
7,3.29,11.95,09:15:38,09:16:11,1,3,33,0,35
1,0.0,2.58,09:16:16,09:16:49,1,4,33,1,20
6,3.48,15.81,09:16:54,09:17:27,1,2,33,0,35
10,2.9,10.04,09:17:32,09:18:05,1,1,33,0,35
5,2.62,12.89,09:18:10,09:18:43,1,3,33,1,20
6,2.15,11.75,09:18:48,09:19:21,1,4,33,1,20
8,3.95,20.19,09:19:26,09:19:59,1,2,33,0,35
7,1.86,8.91,09:20:04,09:20:37,1,1,33,1,20
7,1.79,12.72,09:20:42,09:21:15,1,3,33,0,35
7,1.53,12.57,09:21:20,09:21:53,1,4,33,0,35
9,1.38,24.3,09:21:58,09:22:31,1,2,33,0,35
6,2.58,5.87,09:22:36,09:23:09,1,1,33,1,20
3,2.33,6.03,09:23:14,09:23:47,1,3,33,1,20
7,1.82,16.26,09:23:52,09:24:25,1,4,33,0,35
4,3.82,10.15,09:24:30,09:25:03,1,2,33,1,20
10,2.46,13.34,09:25:08,09:25:41,1,1,33,0,35
12,2.27,24.98,09:25:46,09:26:19,1,3,33,0,35
4,2.92,5.89,09:26:24,09:26:57,1,4,33,1,20
5,2.54,13.66,09:27:02,09:27:35,1,2,33,1,20
8,3.24,9.84,09:27:40,09:28:13,1,1,33,0,35
7,2.96,16.9,09:28:18,09:28:51,1,3,33,0,35
6,2.37,10.42,09:28:56,09:29:29,1,4,33,1,20
5,4.34,12.47,09:29:34,09:30:07,1,2,33,1,20
4,2.19,5.83,09:30:12,09:30:45,1,1,33,1,20
9,3.22,21.48,09:30:50,09:31:23,1,3,33,0,35
6,1.27,7.92,09:31:28,09:32:01,1,4,33,1,20
9,4.5,24.31,09:32:06,09:32:39,1,2,33,0,35
7,1.72,10.46,09:32:44,09:33:17,1,1,33,1,20
8,2.11,18.56,09:33:22,09:33:55,1,3,33,0,35
1,0.0,2.51,09:34:00,09:34:33,1,4,33,1,20
4,2.37,11.11,09:34:38,09:35:11,1,2,33,1,20
4,1.47,6.16,09:35:16,09:35:49,1,1,33,1,20
7,2.4,14.53,09:35:54,09:36:27,1,3,33,0,35
4,2.61,5.8,09:36:32,09:37:05,1,4,33,1,20
5,1.22,13.21,09:37:10,09:37:43,1,2,33,1,20
9,1.5,11.46,09:37:48,09:38:21,1,1,33,0,35
7,3.92,11.56,09:38:26,09:38:59,1,3,33,1,20
6,4.42,12.94,09:39:04,09:39:37,1,4,33,1,20
6,2.0,16.27,09:39:42,09:40:15,1,2,33,0,35
4,5.5,3.74,09:40:20,09:40:53,1,1,33,1,20
5,2.06,12.05,09:40:58,09:41:31,1,3,33,1,20
6,2.68,9.9,09:41:36,09:42:09,1,4,33,1,20
5,2.3,12.05,09:42:14,09:42:47,1,2,33,1,20
5,3.69,5.79,09:42:52,09:43:25,1,1,33,1,20
11,2.58,23.96,09:43:30,09:44:03,1,3,33,0,35
5,2.48,11.24,09:44:08,09:44:41,1,4,33,1,20
3,4.03,8.5,09:44:46,09:45:19,1,2,33,1,20
2,2.25,3.2,09:45:24,09:45:57,1,1,33,1,20
9,2.54,25.5,09:46:02,09:46:35,1,3,33,0,35
6,2.37,13.97,09:46:40,09:47:13,1,4,33,0,35
6,2.6,14.18,09:47:18,09:47:51,1,2,33,0,35
4,7.64,4.18,09:47:56,09:48:29,1,1,33,2,29
8,2.02,17.72,09:48:34,09:49:07,1,3,33,0,35
5,3.0,12.02,09:49:12,09:49:45,1,4,33,1,20
7,1.52,17.9,09:49:50,09:50:23,1,2,33,0,35
5,7.19,6.07,09:50:28,09:51:01,1,1,33,2,29
7,3.28,13.08,09:51:06,09:51:39,1,3,33,0,35
5,2.04,14.09,09:51:44,09:52:17,1,4,33,1,20
6,2.45,14.3,09:52:22,09:52:55,1,2,33,0,35
8,3.5,11.86,09:53:00,09:53:33,1,1,33,0,35
4,3.75,14.12,09:53:38,09:54:11,1,3,33,1,20
5,2.04,10.56,09:54:16,09:54:49,1,4,33,1,20
2,1.16,6.5,09:54:54,09:55:27,1,2,33,1,20
8,2.54,8.95,09:55:32,09:56:05,1,1,33,1,20
4,2.75,5.85,09:56:10,09:56:43,1,3,33,1,20
5,1.69,12.41,09:56:48,09:57:21,1,4,33,1,20
6,2.58,16.17,09:57:26,09:57:59,1,2,33,0,35
3,7.54,2.37,09:58:04,09:58:37,1,1,33,2,29
2,2.83,6.43,09:58:42,09:59:15,1,3,33,1,20
12,2.53,24.06,09:59:20,09:59:53,1,4,33,0,35
6,2.81,14.87,09:59:58,10:00:31,1,2,33,0,35
8,1.65,16.33,10:00:36,10:01:09,1,1,33,0,35
13,2.17,32.95,10:01:14,10:01:47,1,3,33,0,35
6,2.07,14.0,10:01:52,10:02:25,1,4,33,0,35
3,3.29,8.75,10:02:30,10:03:03,1,2,33,1,20
2,0.0,1.3,10:03:08,10:03:41,1,1,33,1,20
5,3.77,15.51,10:03:46,10:04:19,1,3,33,1,20
6,1.3,18.51,10:04:24,10:04:57,1,4,33,0,35
8,2.32,19.36,10:05:02,10:05:35,1,2,33,0,35
3,5.96,3.03,10:05:40,10:06:13,1,1,33,1,20
6,3.17,12.05,10:06:18,10:06:51,1,3,33,1,20
8,2.19,14.17,10:06:56,10:07:29,1,4,33,0,35
7,2.06,19.01,10:07:34,10:08:07,1,2,33,0,35
8,2.61,11.19,10:08:12,10:08:45,1,1,33,0,35
5,2.42,12.36,10:08:50,10:09:23,1,3,33,1,20
7,1.61,19.66,10:09:28,10:10:01,1,4,33,0,35
7,3.6,17.76,10:10:06,10:10:39,1,2,33,0,35
4,1.86,5.83,10:10:44,10:11:17,1,1,33,1,20
9,2.68,20.8,10:11:22,10:11:55,1,3,33,0,35
2,3.0,5.58,10:12:00,10:12:33,1,4,33,1,20
6,1.6,13.73,10:12:38,10:13:11,1,2,33,0,35
10,1.91,11.39,10:13:16,10:13:49,1,1,33,0,35
6,1.58,7.68,10:13:54,10:14:27,1,3,33,1,20
8,3.82,13.6,10:14:32,10:15:05,1,4,33,0,35
9,1.9,22.71,10:15:10,10:15:43,1,2,33,0,35
3,13.54,3.39,10:15:48,10:16:21,1,1,33,2,40
2,8.58,4.62,10:16:26,10:16:59,1,3,33,2,18
3,2.12,11.63,10:17:04,10:17:37,1,4,33,1,20
2,3.27,4.54,10:17:42,10:18:15,1,2,33,1,20
6,4.08,6.52,10:18:20,10:18:53,1,1,33,1,20
7,4.6,13.85,10:18:58,10:19:31,1,3,33,0,35
7,5.22,14.62,10:19:36,10:20:09,1,4,33,0,35
4,3.67,10.11,10:20:14,10:20:47,1,2,33,1,20
6,2.32,10.64,10:20:52,10:21:25,1,1,33,1,20
9,2.45,16.74,10:21:30,10:22:03,1,3,33,0,35
8,2.08,23.55,10:22:08,10:22:41,1,4,33,0,35
6,2.8,17.25,10:22:46,10:23:19,1,2,33,0,35
7,4.53,10.07,10:23:24,10:23:57,1,1,33,1,20
6,1.77,11.1,10:24:02,10:24:35,1,3,33,1,20
11,1.28,23.51,10:24:40,10:25:13,1,4,33,0,35
4,2.33,4.7,10:25:18,10:25:51,1,2,33,1,20
0,0.0,0.16,10:25:56,10:26:29,1,1,33,1,20
6,1.65,10.95,10:26:34,10:27:07,1,3,33,1,20
6,2.97,17.85,10:27:12,10:27:45,1,4,33,0,35
4,5.56,5.68,10:27:50,10:28:23,1,2,33,1,20
0,0.0,0.44,10:28:28,10:29:01,1,1,33,1,20
9,2.84,21.6,10:29:06,10:29:39,1,3,33,0,35
9,1.7,23.06,10:29:44,10:30:17,1,4,33,0,35
4,4.5,6.3,10:30:22,10:30:55,1,2,33,1,20
1,0.0,2.22,10:31:00,10:31:33,1,1,33,1,20
9,2.58,18.03,10:31:38,10:32:11,1,3,33,0,35
5,1.46,10.69,10:32:16,10:32:49,1,4,33,1,20
5,2.08,8.96,10:32:54,10:33:27,1,2,33,1,20
2,4.17,1.8,10:33:32,10:34:05,1,1,33,1,20
5,3.69,12.55,10:34:10,10:34:43,1,3,33,1,20
9,1.54,19.15,10:34:48,10:35:21,1,4,33,0,35
4,1.89,7.97,10:35:26,10:35:59,1,2,33,1,20
2,11.92,2.84,10:36:04,10:36:37,1,1,33,2,27
6,2.52,11.59,10:36:42,10:37:15,1,3,33,1,20
5,2.44,7.37,10:37:20,10:37:53,1,4,33,1,20
7,2.99,10.05,10:37:58,10:38:31,1,2,33,1,20
7,2.47,8.9,10:38:36,10:39:09,1,1,33,1,20
4,3.33,3.75,10:39:14,10:39:47,1,3,33,1,20
11,1.59,20.07,10:39:52,10:40:25,1,4,33,0,35
1,0.0,2.68,10:40:30,10:41:03,1,2,33,1,20
6,2.23,7.49,10:41:08,10:41:41,1,1,33,1,20
5,2.77,15.1,10:41:46,10:42:19,1,3,33,1,20
1,0.0,1.44,10:42:24,10:42:57,1,4,33,1,20
4,2.22,4.21,10:43:02,10:43:35,1,2,33,1,20
3,9.96,2.68,10:43:40,10:44:13,1,1,33,2,27
6,3.8,15.04,10:44:18,10:44:51,1,3,33,0,35
6,3.47,13.73,10:44:56,10:45:29,1,4,33,0,35
4,5.56,6.21,10:45:34,10:46:07,1,2,33,1,20
7,1.82,9.17,10:46:12,10:46:45,1,1,33,1,21
4,4.06,4.3,10:46:50,10:47:23,1,3,33,1,20
0,0.0,45.83,10:47:28,10:48:01,1,4,33,0,35
3,5.08,5.47,10:48:06,10:48:39,1,2,33,1,20
9,3.44,15.06,10:48:44,10:49:17,1,1,33,0,36
4,3.14,10.61,10:49:22,10:49:55,1,3,33,1,20
0,0.0,54.99,10:50:00,10:50:33,1,4,33,0,35
3,7.96,2.67,10:50:38,10:51:11,1,2,33,2,35
4,4.64,6.35,10:51:16,10:51:49,1,1,33,1,21
4,2.61,6.75,10:51:54,10:52:27,1,3,33,1,20
8,2.38,19.23,10:52:32,10:53:05,1,4,33,0,35
2,20.33,3.42,10:53:10,10:53:43,1,2,33,2,35
5,5.65,6.34,10:53:48,10:54:21,1,1,33,1,21
3,8.42,7.86,10:54:26,10:54:59,1,3,33,2,25
11,1.72,23.96,10:55:04,10:55:37,1,4,33,0,35
3,3.25,5.7,10:55:42,10:56:15,1,2,33,1,20
3,9.04,3.5,10:56:20,10:56:53,1,1,33,2,27
4,2.94,9.42,10:56:58,10:57:31,1,3,33,1,20
8,2.24,16.69,10:57:36,10:58:09,1,4,33,0,35
4,7.0,4.17,10:58:14,10:58:47,1,2,33,2,35
6,2.4,10.46,10:58:52,10:59:25,1,1,33,1,21
6,4.0,13.23,10:59:30,11:00:03,1,3,33,1,20
11,1.27,17.59,11:00:08,11:00:41,1,4,33,0,35
2,2.42,3.94,11:00:46,11:01:19,1,2,33,1,20
6,3.6,9.83,11:01:24,11:01:57,1,1,33,1,20
6,2.03,13.34,11:02:02,11:02:35,1,3,33,0,35
9,2.57,17.09,11:02:40,11:03:13,1,4,33,0,35
3,12.33,4.33,11:03:18,11:03:51,1,2,33,2,36
9,2.57,10.78,11:03:56,11:04:29,1,1,33,0,35
12,1.93,24.75,11:04:34,11:05:07,1,3,33,0,35
11,1.98,20.03,11:05:12,11:05:45,1,4,33,0,35
4,3.56,3.49,11:05:50,11:06:23,1,2,33,1,20
4,1.58,5.52,11:06:28,11:07:01,1,1,33,1,20
6,1.6,10.23,11:07:06,11:07:39,1,3,33,1,20
8,2.21,15.47,11:07:44,11:08:17,1,4,33,0,35
5,5.25,7.21,11:08:22,11:08:55,1,2,33,1,20
6,3.93,10.15,11:09:00,11:09:33,1,1,33,1,20
11,1.97,25.69,11:09:38,11:10:11,1,3,33,0,35
13,1.81,26.98,11:10:16,11:10:49,1,4,33,0,35
2,2.92,4.53,11:10:54,11:11:27,1,2,33,1,20
4,2.83,4.5,11:11:32,11:12:05,1,1,33,1,20
8,3.86,12.45,11:12:10,11:12:43,1,3,33,0,35
7,1.89,14.37,11:12:48,11:13:21,1,4,33,0,35
4,5.61,6.53,11:13:26,11:13:59,1,2,33,1,20
7,2.65,9.57,11:14:04,11:14:37,1,1,33,1,20
9,2.94,23.95,11:14:42,11:15:15,1,3,33,0,35
6,4.7,12.1,11:15:20,11:15:53,1,4,33,1,20
1,0.0,3.9,11:15:58,11:16:31,1,2,33,1,20
9,1.94,9.71,11:16:36,11:17:09,1,1,33,0,35
11,2.26,21.86,11:17:14,11:17:47,1,3,33,0,35
4,1.94,12.19,11:17:52,11:18:25,1,4,33,1,20
11,2.14,10.0,11:18:30,11:19:03,1,2,33,0,35
6,4.75,5.49,11:19:08,11:19:41,1,1,33,1,25
5,4.06,9.09,11:19:46,11:20:19,1,3,33,1,20
1,0.0,5.8,11:20:24,11:20:57,1,4,33,1,20
7,1.9,8.3,11:21:02,11:21:35,1,2,33,1,20
7,2.32,8.78,11:21:40,11:22:13,1,1,33,1,25
3,6.33,6.94,11:22:18,11:22:51,1,3,33,1,20
7,1.75,15.99,11:22:56,11:23:29,1,4,33,0,35
4,1.53,6.1,11:23:34,11:24:07,1,2,33,1,20
6,4.5,5.76,11:24:12,11:24:45,1,1,33,1,25
3,3.33,6.55,11:24:50,11:25:23,1,3,33,1,20
2,3.25,6.21,11:25:28,11:26:01,1,4,33,1,20
5,3.19,5.5,11:26:06,11:26:39,1,2,33,1,20
5,3.35,5.91,11:26:44,11:27:17,1,1,33,1,25
2,17.58,8.79,11:27:22,11:27:55,1,3,33,2,35
10,1.51,28.53,11:28:00,11:28:33,1,4,33,0,35
3,1.25,5.97,11:28:38,11:29:11,1,2,33,1,20
6,4.43,8.08,11:29:16,11:29:49,1,1,33,1,25
8,1.88,12.94,11:29:54,11:30:27,1,3,33,0,35
7,2.06,15.97,11:30:32,11:31:05,1,4,33,0,35
5,1.65,5.72,11:31:10,11:31:43,1,2,33,1,20
8,2.9,7.84,11:31:48,11:32:21,1,1,33,1,24
6,2.25,12.64,11:32:26,11:32:59,1,3,33,1,20
7,1.38,14.36,11:33:04,11:33:37,1,4,33,0,35
4,2.56,10.21,11:33:42,11:34:15,1,2,33,1,20
8,4.1,8.16,11:34:20,11:34:53,1,1,33,1,24
8,4.1,17.71,11:34:58,11:35:31,1,3,33,0,35
13,1.26,26.1,11:35:36,11:36:09,1,4,33,0,35
11,1.88,13.78,11:36:14,11:36:47,1,2,33,0,35
2,2.83,2.06,11:36:52,11:37:25,1,1,33,1,24
9,2.49,17.36,11:37:30,11:38:03,1,3,33,0,35
8,2.0,20.08,11:38:08,11:38:41,1,4,33,0,35
12,1.79,13.07,11:38:46,11:39:19,1,2,33,0,35
7,4.94,9.22,11:39:24,11:39:57,1,1,33,1,24
7,2.54,14.95,11:40:02,11:40:35,1,3,33,0,35
7,2.29,16.47,11:40:40,11:41:13,1,4,33,0,35
4,4.44,5.73,11:41:18,11:41:51,1,2,33,1,20
6,5.28,7.58,11:41:56,11:42:29,1,1,33,1,24
10,2.19,18.44,11:42:34,11:43:07,1,3,33,0,35
8,1.71,16.55,11:43:12,11:43:45,1,4,33,0,35
4,2.0,8.39,11:43:50,11:44:23,1,2,33,1,20
6,1.42,6.3,11:44:28,11:45:01,1,1,33,1,24
10,2.47,17.58,11:45:06,11:45:39,1,3,33,0,35
5,1.38,16.47,11:45:44,11:46:17,1,4,33,0,35
6,5.35,6.0,11:46:22,11:46:55,1,2,33,1,20
8,2.27,8.46,11:47:00,11:47:33,1,1,33,1,20
6,3.03,15.25,11:47:38,11:48:11,1,3,33,0,35
4,3.0,9.62,11:48:16,11:48:49,1,4,33,1,20
4,2.33,4.44,11:48:54,11:49:27,1,2,33,1,20
2,6.17,1.14,11:49:32,11:50:05,1,1,33,1,20
10,2.34,15.99,11:50:10,11:50:43,1,3,33,0,35
5,3.52,11.4,11:50:48,11:51:21,1,4,33,1,20
3,1.62,2.75,11:51:26,11:51:59,1,2,33,1,20
0,0.0,0.65,11:52:04,11:52:37,1,1,33,1,20
8,1.79,13.86,11:52:42,11:53:15,1,3,33,0,35
1,0.0,6.23,11:53:20,11:53:53,1,4,33,1,20
5,3.58,5.46,11:53:58,11:54:31,1,2,33,1,20
3,15.17,3.83,11:54:36,11:55:09,1,1,33,2,40
8,2.58,15.82,11:55:14,11:55:47,1,3,33,0,35
1,0.0,6.69,11:55:52,11:56:25,1,4,33,1,20
2,1.75,3.59,11:56:30,11:57:03,1,2,33,1,20
14,1.8,15.23,11:57:08,11:57:41,1,1,33,0,35
7,2.07,13.61,11:57:46,11:58:19,1,3,33,0,35
8,2.8,18.77,11:58:24,11:58:57,1,4,33,0,35
5,3.19,4.82,11:59:02,11:59:35,1,2,33,1,20
7,1.86,9.15,11:59:40,12:00:13,1,1,33,1,20
9,3.14,15.66,12:00:18,12:00:51,1,3,33,0,35
6,3.63,26.8,12:00:56,12:01:29,1,4,33,0,35
11,1.72,11.68,12:01:34,12:02:07,1,2,33,0,35
6,4.97,8.81,12:02:12,12:02:45,1,1,33,1,22
8,3.98,14.44,12:02:50,12:03:23,1,3,33,0,35
3,0.58,7.72,12:03:28,12:04:01,1,4,33,1,35
2,5.0,3.58,12:04:06,12:04:39,1,2,33,1,20
6,2.68,11.63,12:04:44,12:05:17,1,1,33,1,22
2,0.0,3.75,12:05:22,12:05:55,1,3,33,1,20
12,1.56,31.27,12:06:00,12:06:33,1,4,33,0,35
8,3.04,11.11,12:06:38,12:07:11,1,2,33,0,35
4,4.22,2.97,12:07:16,12:07:49,1,1,33,1,22
7,1.96,15.14,12:07:54,12:08:27,1,3,33,0,35
13,1.59,23.81,12:08:32,12:09:05,1,4,33,0,35
3,1.67,3.23,12:09:10,12:09:43,1,2,33,1,20
9,1.77,8.28,12:09:48,12:10:21,1,1,33,0,35
15,1.74,31.05,12:10:26,12:10:59,1,3,33,0,35
16,1.53,29.3,12:11:04,12:11:37,1,4,33,0,35
3,3.29,4.59,12:11:42,12:12:15,1,2,33,1,20
13,1.57,14.04,12:12:20,12:12:53,1,1,33,0,35
4,2.08,6.99,12:12:58,12:13:31,1,3,33,1,20
9,1.98,20.35,12:13:36,12:14:09,1,4,33,0,35
4,4.25,9.34,12:14:14,12:14:47,1,2,33,1,20
16,1.42,13.63,12:14:52,12:15:25,1,1,33,0,35
12,2.55,26.3,12:15:30,12:16:03,1,3,33,0,35
11,1.68,22.52,12:16:08,12:16:41,1,4,33,0,35
6,2.17,8.7,12:16:46,12:17:19,1,2,33,1,20
8,2.88,7.03,12:17:24,12:17:57,1,1,33,1,24
7,1.86,11.19,12:18:02,12:18:35,1,3,33,0,35
9,1.68,16.67,12:18:40,12:19:13,1,4,33,0,35
3,1.04,5.37,12:19:18,12:19:51,1,2,33,1,20
9,2.11,9.3,12:19:56,12:20:29,1,1,33,0,35
4,2.92,10.32,12:20:34,12:21:07,1,3,33,1,20
10,1.38,20.44,12:21:12,12:21:45,1,4,33,0,35
4,7.0,6.23,12:21:50,12:22:23,1,2,33,2,28
10,1.5,8.09,12:22:28,12:23:01,1,1,33,0,35
0,0.0,0.28,12:23:06,12:23:39,1,3,33,1,20
3,6.0,10.14,12:23:44,12:24:17,1,4,33,1,20
9,1.8,13.88,12:24:22,12:24:55,1,2,33,0,35
7,3.01,9.66,12:25:00,12:25:33,1,1,33,1,24
7,2.72,9.91,12:25:38,12:26:11,1,3,33,1,20
7,3.22,14.35,12:26:16,12:26:49,1,4,33,0,35
14,1.67,14.55,12:26:54,12:27:27,1,2,33,0,35
7,3.47,7.75,12:27:32,12:28:05,1,1,33,1,24
11,2.27,20.91,12:28:10,12:28:43,1,3,33,0,35
2,1.58,9.61,12:28:48,12:29:21,1,4,33,1,20
4,2.06,5.93,12:29:26,12:29:59,1,2,33,1,20
3,2.46,6.35,12:30:04,12:30:37,1,1,33,1,20
6,4.37,9.33,12:30:42,12:31:15,1,3,33,1,20
1,0.0,2.68,12:31:20,12:31:53,1,4,33,1,20
7,2.21,9.18,12:31:58,12:32:31,1,2,33,1,20
8,1.62,10.86,12:32:36,12:33:09,1,1,33,0,35
10,2.04,17.5,12:33:14,12:33:47,1,3,33,0,35
4,2.56,14.74,12:33:52,12:34:25,1,4,33,1,20
5,3.31,7.09,12:34:30,12:35:03,1,2,33,1,20
3,6.08,2.37,12:35:08,12:35:41,1,1,33,1,20
3,1.75,3.07,12:35:46,12:36:19,1,3,33,1,20
10,1.42,20.95,12:36:24,12:36:57,1,4,33,0,35
8,3.69,9.45,12:37:02,12:37:35,1,2,33,1,20
3,8.29,2.99,12:37:40,12:38:13,1,1,33,2,25
6,2.6,12.91,12:38:18,12:38:51,1,3,33,1,20
7,1.53,18.77,12:38:56,12:39:29,1,4,33,0,35
1,0.0,2.1,12:39:34,12:40:07,1,2,33,1,20
5,5.54,4.46,12:40:12,12:40:45,1,1,33,1,20
5,1.94,7.33,12:40:50,12:41:23,1,3,33,1,20
8,2.19,20.93,12:41:28,12:42:01,1,4,33,0,35
7,1.33,9.36,12:42:06,12:42:39,1,2,33,1,20
7,1.54,10.5,12:42:44,12:43:17,1,1,33,1,20
5,4.08,9.45,12:43:22,12:43:55,1,3,33,1,20
10,1.58,14.81,12:44:00,12:44:33,1,4,33,0,35
6,1.95,6.17,12:44:38,12:45:11,1,2,33,1,20
5,6.62,8.08,12:45:16,12:45:49,1,1,33,1,35
7,3.38,16.77,12:45:54,12:46:27,1,3,33,0,35
8,1.6,14.21,12:46:32,12:47:05,1,4,33,0,35
3,1.71,5.28,12:47:10,12:47:43,1,2,33,1,20
3,10.33,4.97,12:47:48,12:48:21,1,1,33,2,31
3,4.79,9.31,12:48:26,12:48:59,1,3,33,1,20
12,1.34,27.12,12:49:04,12:49:37,1,4,33,0,35
5,1.65,6.66,12:49:42,12:50:15,1,2,33,1,20
7,4.67,10.31,12:50:20,12:50:53,1,1,33,1,35
1,0.0,1.31,12:50:58,12:51:31,1,3,33,1,20
10,1.43,32.34,12:51:36,12:52:09,1,4,33,0,35
7,0.96,8.44,12:52:14,12:52:47,1,2,33,1,20
11,2.83,10.75,12:52:52,12:53:25,1,1,33,0,35
9,2.7,19.27,12:53:30,12:54:03,1,3,33,0,35
6,1.82,14.09,12:54:08,12:54:41,1,4,33,0,35
4,2.36,5.57,12:54:46,12:55:19,1,2,33,1,20
11,1.79,12.87,12:55:24,12:55:57,1,1,33,0,35
9,2.31,19.98,12:56:02,12:56:35,1,3,33,0,35
9,1.45,16.76,12:56:40,12:57:13,1,4,33,0,35
2,8.5,4.13,12:57:18,12:57:51,1,2,33,2,18
6,5.67,5.76,12:57:56,12:58:29,1,1,33,1,35
4,7.56,5.55,12:58:34,12:59:07,1,3,33,2,30
6,3.55,19.22,12:59:12,12:59:45,1,4,33,0,35
4,1.94,5.6,12:59:50,13:00:23,1,2,33,1,20
5,5.79,9.9,13:00:28,13:01:01,1,1,33,1,23
9,3.2,20.8,13:01:06,13:01:39,1,3,33,0,35
9,3.07,21.51,13:01:44,13:02:17,1,4,33,0,35
5,2.44,6.65,13:02:22,13:02:55,1,2,33,1,20
9,3.0,12.23,13:03:00,13:03:33,1,1,33,0,35
11,2.0,20.54,13:03:38,13:04:11,1,3,33,0,35
7,1.71,13.22,13:04:16,13:04:49,1,4,33,0,35
4,1.25,5.29,13:04:54,13:05:27,1,2,33,1,20
9,2.03,10.01,13:05:32,13:06:05,1,1,33,0,35
3,12.92,6.78,13:06:10,13:06:43,1,3,33,2,38
1,0.0,3.04,13:06:48,13:07:21,1,4,33,1,20
4,3.86,6.96,13:07:26,13:07:59,1,2,33,1,20
3,8.29,3.56,13:08:04,13:08:37,1,1,33,2,25
12,2.12,23.6,13:08:42,13:09:15,1,3,33,0,35
4,2.0,10.53,13:09:20,13:09:53,1,4,33,1,20
5,1.92,6.82,13:09:58,13:10:31,1,2,33,1,20
3,3.67,2.31,13:10:36,13:11:09,1,1,33,1,23
13,2.22,26.25,13:11:14,13:11:47,1,3,33,0,35
3,2.58,8.07,13:11:52,13:12:25,1,4,33,1,20
5,1.44,7.48,13:12:30,13:13:03,1,2,33,1,20
7,3.51,10.24,13:13:08,13:13:41,1,1,33,1,23
11,2.43,23.54,13:13:46,13:14:19,1,3,33,0,35
4,2.22,9.72,13:14:24,13:14:57,1,4,33,1,20
4,3.58,5.82,13:15:02,13:15:35,1,2,33,1,20
2,2.08,2.38,13:15:40,13:16:13,1,1,33,1,20
6,2.35,7.77,13:16:18,13:16:51,1,3,33,1,20
7,1.83,12.31,13:16:56,13:17:29,1,4,33,0,35
6,2.48,6.04,13:17:34,13:18:07,1,2,33,1,20
1,0.0,2.36,13:18:12,13:18:45,1,1,33,1,20
9,2.59,15.18,13:18:50,13:19:23,1,3,33,0,35
6,1.62,10.87,13:19:28,13:20:01,1,4,33,1,20
4,2.53,6.59,13:20:06,13:20:39,1,2,33,1,20
5,2.25,5.5,13:20:44,13:21:17,1,1,33,1,20
6,2.15,15.13,13:21:22,13:21:55,1,3,33,0,35
3,2.25,9.03,13:22:00,13:22:33,1,4,33,1,20
5,6.94,4.83,13:22:38,13:23:11,1,2,33,2,34
4,0.72,4.18,13:23:16,13:23:49,1,1,33,1,20
7,2.17,12.14,13:23:54,13:24:27,1,3,33,0,35
13,1.33,24.33,13:24:32,13:25:05,1,4,33,0,35
5,5.71,6.31,13:25:10,13:25:43,1,2,33,1,20
3,2.88,4.48,13:25:48,13:26:21,1,1,33,1,20
9,3.38,15.91,13:26:26,13:26:59,1,3,33,0,35
6,1.82,12.98,13:27:04,13:27:37,1,4,33,1,20
4,1.94,5.74,13:27:42,13:28:15,1,2,33,1,20
3,2.5,3.3,13:28:20,13:28:53,1,1,33,1,20
6,2.38,14.16,13:28:58,13:29:31,1,3,33,0,35
11,1.85,25.66,13:29:36,13:30:09,1,4,33,0,35
2,5.17,3.56,13:30:14,13:30:47,1,2,33,1,20
2,4.5,2.78,13:30:52,13:31:25,1,1,33,1,20
8,3.32,22.52,13:31:30,13:32:03,1,3,33,0,35
13,1.33,26.45,13:32:08,13:32:41,1,4,33,0,35
4,2.56,5.91,13:32:46,13:33:19,1,2,33,1,20
4,2.78,7.35,13:33:24,13:33:57,1,1,33,1,20
8,3.07,15.62,13:34:02,13:34:35,1,3,33,0,35
4,3.86,8.98,13:34:40,13:35:13,1,4,33,1,20
4,7.08,7.7,13:35:18,13:35:51,1,2,33,2,28
3,2.17,6.23,13:35:56,13:36:29,1,1,33,1,20
1,0.0,2.93,13:36:34,13:37:07,1,3,33,1,20
1,0.0,8.04,13:37:12,13:37:45,1,4,33,1,20
2,0.25,3.92,13:37:50,13:38:23,1,2,33,1,20
4,1.92,5.95,13:38:28,13:39:01,1,1,33,1,20
2,18.33,7.61,13:39:06,13:39:39,1,3,33,2,36
5,2.0,10.92,13:39:44,13:40:17,1,4,33,1,20
3,4.0,5.05,13:40:22,13:40:55,1,2,33,1,20
