Total_Vehiculos,Tiempo_Medio_s,Ocupacion_Espacial_%,Hora_Inicio,Hora_Fin,Dia_Semana,Direccion,move_time_s,cluster,tiempo_optimo_s
6,1.72,11.75,10:13:47,10:14:20,2,2,33,1,20
6,4.48,5.51,10:14:25,10:14:58,2,1,33,1,20
5,2.75,11.25,10:15:03,10:15:36,2,3,33,1,26
5,1.67,9.34,10:15:41,10:16:14,2,4,33,1,20
8,3.26,19.14,10:16:19,10:16:52,2,2,33,0,35
5,2.04,5.4,10:16:57,10:17:30,2,1,33,1,20
5,7.06,10.64,10:17:35,10:18:08,2,3,33,1,26
4,1.31,5.87,10:18:13,10:18:46,2,4,33,1,20
4,4.25,10.66,10:18:51,10:19:24,2,2,33,1,20
2,3.42,1.79,10:19:29,10:20:02,2,1,33,1,20
10,2.48,17.31,10:20:07,10:20:40,2,3,33,0,35
6,2.47,10.33,10:20:45,10:21:18,2,4,33,1,20
7,2.93,16.58,10:21:23,10:21:56,2,2,33,0,35
0,0.0,0.17,10:22:01,10:22:34,2,1,33,1,20
9,1.24,15.6,10:22:39,10:23:12,2,3,33,0,35
9,1.48,13.96,10:23:17,10:23:50,2,4,33,0,35
3,2.88,5.68,10:23:55,10:24:28,2,2,33,1,20
4,7.11,3.89,10:24:33,10:25:06,2,1,33,2,28
3,7.42,5.19,10:25:11,10:25:44,2,3,33,2,22
21,1.15,24.82,10:25:49,10:26:22,2,4,33,0,35
2,18.42,6.08,10:26:27,10:27:00,2,2,33,2,36
1,0.0,0.96,10:27:05,10:27:38,2,1,33,1,20
12,2.38,18.32,10:27:43,10:28:16,2,3,33,0,35
14,1.6,27.61,10:28:21,10:28:54,2,4,33,0,35
4,2.17,7.15,10:28:59,10:29:32,2,2,33,1,20
3,2.96,2.33,10:29:37,10:30:10,2,1,33,1,20
6,3.93,10.05,10:30:15,10:30:48,2,3,33,1,20
9,2.5,20.79,10:30:53,10:31:26,2,4,33,0,35
7,1.82,12.9,10:31:31,10:32:04,2,2,33,0,35
7,1.58,6.84,10:32:09,10:32:42,2,1,33,1,20
6,2.28,13.23,10:32:47,10:33:20,2,3,33,1,20
13,1.15,24.6,10:33:25,10:33:58,2,4,33,0,35
8,2.0,15.17,10:34:03,10:34:36,2,2,33,0,35
7,1.99,6.43,10:34:41,10:35:14,2,1,33,1,20
10,2.02,21.82,10:35:19,10:35:52,2,3,33,0,35
10,1.73,15.74,10:35:57,10:36:30,2,4,33,0,35
5,1.94,10.29,10:36:35,10:37:08,2,2,33,1,20
4,2.47,2.8,10:37:13,10:37:46,2,1,33,1,20
6,2.03,14.41,10:37:51,10:38:24,2,3,33,0,35
7,2.36,15.58,10:38:29,10:39:02,2,4,33,0,35
5,6.5,8.5,10:39:07,10:39:40,2,2,33,1,20
2,8.33,1.87,10:39:45,10:40:18,2,1,33,2,17
11,2.44,19.93,10:40:23,10:40:56,2,3,33,0,35
15,1.62,22.06,10:41:01,10:41:34,2,4,33,0,35
6,1.87,12.83,10:41:39,10:42:12,2,2,33,1,20
8,3.13,7.28,10:42:17,10:42:50,2,1,33,1,20
10,1.72,21.35,10:42:55,10:43:28,2,3,33,0,35
5,2.98,8.68,10:43:33,10:44:06,2,4,33,1,20
2,20.17,6.48,10:44:11,10:44:44,2,2,33,2,40
6,2.65,5.92,10:44:49,10:45:22,2,1,33,1,20
11,2.52,19.45,10:45:27,10:46:00,2,3,33,0,35
7,4.42,7.62,10:46:05,10:46:38,2,4,33,1,20
3,3.08,7.54,10:46:43,10:47:16,2,2,33,1,20
10,2.68,9.61,10:47:21,10:47:54,2,1,33,0,35
9,1.96,20.91,10:47:59,10:48:32,2,3,33,0,35
5,2.0,10.98,10:48:37,10:49:10,2,4,33,1,20
4,4.53,16.21,10:49:15,10:49:48,2,2,33,1,20
5,1.38,5.06,10:49:53,10:50:26,2,1,33,1,20
8,3.8,15.26,10:50:31,10:51:04,2,3,33,0,35
6,2.07,17.64,10:51:09,10:51:42,2,4,33,0,35
5,2.75,12.74,10:51:47,10:52:20,2,2,33,1,20
9,2.8,7.6,10:52:25,10:52:58,2,1,33,0,35
4,6.36,10.67,10:53:03,10:53:36,2,3,33,1,20
7,2.46,15.61,10:53:41,10:54:14,2,4,33,0,35
6,3.37,9.38,10:54:19,10:54:52,2,2,33,1,20
6,5.0,6.47,10:54:57,10:55:30,2,1,33,1,20
6,1.98,11.34,10:55:35,10:56:08,2,3,33,1,20
3,2.62,6.07,10:56:13,10:56:46,2,4,33,1,20
3,3.17,13.3,10:56:51,10:57:24,2,2,33,1,20
3,3.42,5.16,10:57:29,10:58:02,2,1,33,1,20
4,2.44,5.29,10:58:07,10:58:40,2,3,33,1,20
8,1.5,14.81,10:58:45,10:59:18,2,4,33,0,35
16,1.93,23.43,10:59:23,10:59:56,2,2,33,0,36
10,2.46,15.68,11:00:01,11:00:34,2,1,33,0,35
8,3.05,13.77,11:00:39,11:01:12,2,3,33,0,35
7,2.42,15.17,11:01:17,11:01:50,2,4,33,0,35
11,2.23,22.89,11:01:55,11:02:28,2,2,33,0,35
4,6.28,2.87,11:02:33,11:03:06,2,1,33,1,20
5,2.1,7.37,11:03:11,11:03:44,2,3,33,1,20
4,2.5,13.35,11:03:49,11:04:22,2,4,33,1,20
4,8.33,8.7,11:04:27,11:05:00,2,2,33,2,36
3,2.08,5.48,11:05:05,11:05:38,2,1,33,1,20
6,1.72,7.51,11:05:43,11:06:16,2,3,33,1,20
14,1.47,29.23,11:06:21,11:06:54,2,4,33,0,35
3,6.25,2.87,11:06:59,11:07:32,2,2,33,1,20
9,2.57,19.12,11:07:37,11:08:10,2,1,33,0,35
6,2.28,20.69,11:08:15,11:08:48,2,3,33,0,35
6,3.05,22.36,11:08:53,11:09:26,2,4,33,0,35
2,16.33,5.4,11:09:31,11:10:04,2,2,33,2,36
1,0.0,1.36,11:10:09,11:10:42,2,1,33,1,20
9,2.19,15.2,11:10:47,11:11:20,2,3,33,0,35
14,1.81,25.18,11:11:25,11:11:58,2,4,33,0,35
10,1.99,15.9,11:12:03,11:12:36,2,2,33,0,35
6,3.95,10.57,11:12:41,11:13:14,2,1,33,1,20
10,3.24,18.64,11:13:19,11:13:52,2,3,33,0,35
9,1.8,18.94,11:13:57,11:14:30,2,4,33,0,35
8,1.56,20.47,11:14:35,11:15:08,2,2,33,0,35
3,14.92,4.03,11:15:13,11:15:46,2,1,33,2,40
10,2.96,15.88,11:15:51,11:16:24,2,3,33,0,35
5,4.12,17.26,11:16:29,11:17:02,2,4,33,0,35
6,2.72,15.97,11:17:07,11:17:40,2,2,33,0,35
10,2.62,10.53,11:17:45,11:18:18,2,1,33,0,35
7,4.44,10.36,11:18:23,11:18:56,2,3,33,1,21
6,4.67,21.52,11:19:01,11:19:34,2,4,33,0,35
6,2.0,11.33,11:19:39,11:20:12,2,2,33,1,20
4,1.97,4.2,11:20:17,11:20:50,2,1,33,1,20
9,2.59,25.7,11:20:55,11:21:28,2,3,33,0,35
5,2.62,15.55,11:21:33,11:22:06,2,4,33,0,35
9,1.45,20.43,11:22:11,11:22:44,2,2,33,0,35
9,1.64,6.01,11:22:49,11:23:22,2,1,33,1,20
5,2.21,12.01,11:23:27,11:24:00,2,3,33,1,21
9,2.17,18.19,11:24:05,11:24:38,2,4,33,0,35
10,2.59,24.12,11:24:43,11:25:16,2,2,33,0,35
6,2.32,9.84,11:25:21,11:25:54,2,1,33,1,20
9,2.06,15.57,11:25:59,11:26:32,2,3,33,0,35
8,2.06,20.96,11:26:37,11:27:10,2,4,33,0,35
4,4.36,6.87,11:27:15,11:27:48,2,2,33,1,20
3,3.12,5.8,11:27:53,11:28:26,2,1,33,1,20
9,2.17,13.89,11:28:31,11:29:04,2,3,33,0,35
6,1.87,17.89,11:29:09,11:29:42,2,4,33,0,35
2,5.0,4.31,11:29:47,11:30:20,2,2,33,1,20
1,0.0,1.24,11:30:25,11:30:58,2,1,33,1,20
8,3.93,13.45,11:31:03,11:31:36,2,3,33,0,35
9,2.05,22.87,11:31:41,11:32:14,2,4,33,0,35
5,3.85,7.21,11:32:19,11:32:52,2,2,33,1,20
7,3.65,6.04,11:32:57,11:33:30,2,1,33,1,20
10,2.03,15.54,11:33:35,11:34:08,2,3,33,0,35
6,1.85,20.13,11:34:13,11:34:46,2,4,33,0,35
3,4.92,9.87,11:34:51,11:35:24,2,2,33,1,20
11,2.22,6.58,11:35:29,11:36:02,2,1,33,0,35
5,5.83,17.69,11:36:07,11:36:40,2,3,33,0,35
6,1.3,18.72,11:36:45,11:37:18,2,4,33,0,35
4,1.94,14.49,11:37:23,11:37:56,2,2,33,1,20
9,3.48,8.16,11:38:01,11:38:34,2,1,33,0,35
6,3.93,12.04,11:38:39,11:39:12,2,3,33,1,25
3,3.46,15.53,11:39:17,11:39:50,2,4,33,1,20
0,0.0,4.06,11:39:55,11:40:28,2,2,33,1,20
4,2.61,6.54,11:40:33,11:41:06,2,1,33,1,20
7,5.06,18.25,11:41:11,11:41:44,2,3,33,0,35
5,3.71,19.93,11:41:49,11:42:22,2,4,33,0,35
12,1.67,18.52,11:42:27,11:43:00,2,2,33,0,35
5,2.77,5.23,11:43:05,11:43:38,2,1,33,1,20
9,2.12,15.13,11:43:43,11:44:16,2,3,33,0,35
5,2.77,22.79,11:44:21,11:44:54,2,4,33,0,35
2,0.83,5.06,11:44:59,11:45:32,2,2,33,1,20
9,2.0,9.13,11:45:37,11:46:10,2,1,33,0,35
9,3.18,18.87,11:46:15,11:46:48,2,3,33,0,35
15,1.44,37.83,11:46:53,11:47:26,2,4,33,0,35
10,2.69,16.63,11:47:31,11:48:04,2,2,33,0,35
2,2.83,1.81,11:48:09,11:48:42,2,1,33,1,20
7,3.85,12.78,11:48:47,11:49:20,2,3,33,0,35
14,1.23,23.29,11:49:25,11:49:58,2,4,33,0,35
3,4.46,7.05,11:50:03,11:50:36,2,2,33,1,20
3,2.75,4.05,11:50:41,11:51:14,2,1,33,1,20
4,1.75,5.95,11:51:19,11:51:52,2,3,33,1,20
9,3.52,22.04,11:51:57,11:52:30,2,4,33,0,35
1,0.0,5.08,11:52:35,11:53:08,2,2,33,1,20
9,1.54,9.84,11:53:13,11:53:46,2,1,33,0,35
6,4.03,9.0,11:53:51,11:54:24,2,3,33,1,20
4,4.42,10.6,11:54:29,11:55:02,2,4,33,1,20
8,3.55,13.66,11:55:07,11:55:40,2,2,33,0,35
5,1.98,9.4,11:55:45,11:56:18,2,1,33,1,20
8,2.0,16.11,11:56:23,11:56:56,2,3,33,0,35
8,3.37,19.45,11:57:01,11:57:34,2,4,33,0,35
4,2.94,9.89,11:57:39,11:58:12,2,2,33,1,20
9,3.08,6.92,11:58:17,11:58:50,2,1,33,1,20
8,3.73,14.14,11:58:55,11:59:28,2,3,33,0,35
5,2.31,13.44,11:59:33,12:00:06,2,4,33,1,20
3,7.38,6.92,12:00:11,12:00:44,2,2,33,2,32
4,2.64,4.28,12:00:49,12:01:22,2,1,33,1,20
16,1.84,26.09,12:01:27,12:02:00,2,3,33,0,35
9,1.59,22.66,12:02:05,12:02:38,2,4,33,0,35
6,3.48,11.6,12:02:43,12:03:16,2,2,33,1,22
5,4.54,3.15,12:03:21,12:03:54,2,1,33,1,20
7,3.21,13.56,12:03:59,12:04:32,2,3,33,0,35
11,1.23,13.57,12:04:37,12:05:10,2,4,33,0,35
2,16.92,4.05,12:05:15,12:05:48,2,2,33,2,32
11,1.77,6.23,12:05:53,12:06:26,2,1,33,0,35
8,1.62,20.24,12:06:31,12:07:04,2,3,33,0,35
8,1.68,17.53,12:07:09,12:07:42,2,4,33,0,35
4,8.5,9.2,12:07:47,12:08:20,2,2,33,2,32
8,1.94,11.19,12:08:25,12:08:58,2,1,33,0,35
10,1.7,23.36,12:09:03,12:09:36,2,3,33,0,35
6,2.23,11.72,12:09:41,12:10:14,2,4,33,1,20
6,2.17,13.63,12:10:19,12:10:52,2,2,33,0,35
4,8.19,4.12,12:10:57,12:11:30,2,1,33,2,32
7,2.53,14.63,12:11:35,12:12:08,2,3,33,0,35
7,1.54,15.68,12:12:13,12:12:46,2,4,33,0,35
8,2.6,16.53,12:12:51,12:13:24,2,2,33,0,35
6,4.27,6.39,12:13:29,12:14:02,2,1,33,1,20
5,2.29,7.55,12:14:07,12:14:40,2,3,33,1,20
8,2.76,12.79,12:14:45,12:15:18,2,4,33,0,35
6,3.78,10.21,12:15:23,12:15:56,2,2,33,1,20
6,1.73,6.84,12:16:01,12:16:34,2,1,33,1,20
7,2.64,18.45,12:16:39,12:17:12,2,3,33,0,35
8,1.49,13.31,12:17:17,12:17:50,2,4,33,0,35
2,2.0,6.05,12:17:55,12:18:28,2,2,33,1,20
5,6.46,5.74,12:18:33,12:19:06,2,1,33,1,20
13,1.92,27.64,12:19:11,12:19:44,2,3,33,0,35
7,2.42,17.1,12:19:49,12:20:22,2,4,33,0,35
4,5.14,9.57,12:20:27,12:21:00,2,2,33,1,20
3,5.54,2.35,12:21:05,12:21:38,2,1,33,1,20
16,1.61,30.1,12:21:43,12:22:16,2,3,33,0,35
9,1.24,13.98,12:22:21,12:22:54,2,4,33,0,35
4,3.89,9.7,12:22:59,12:23:32,2,2,33,1,20
4,6.08,3.34,12:23:37,12:24:10,2,1,33,1,20
3,2.75,9.27,12:24:15,12:24:48,2,3,33,1,20
8,2.96,14.49,12:24:53,12:25:26,2,4,33,0,35
7,2.65,11.53,12:25:31,12:26:04,2,2,33,0,35
6,1.63,5.61,12:26:09,12:26:42,2,1,33,1,20
10,2.49,18.98,12:26:47,12:27:20,2,3,33,0,35
4,2.03,12.7,12:27:25,12:27:58,2,4,33,1,20
6,2.18,20.83,12:28:03,12:28:36,2,2,33,0,35
4,2.36,3.57,12:28:41,12:29:14,2,1,33,1,20
3,3.0,6.56,12:29:19,12:29:52,2,3,33,1,20
6,3.4,10.56,12:29:57,12:30:30,2,4,33,1,20
7,2.1,13.23,12:30:35,12:31:08,2,2,33,0,35
6,2.52,4.66,12:31:13,12:31:46,2,1,33,1,20
7,2.53,15.82,12:31:51,12:32:24,2,3,33,0,35
3,1.54,8.34,12:32:29,12:33:02,2,4,33,1,20
5,3.1,12.68,12:33:07,12:33:40,2,2,33,1,20
8,4.0,9.09,12:33:45,12:34:18,2,1,33,1,20
6,2.62,14.34,12:34:23,12:34:56,2,3,33,0,35
6,4.63,8.73,12:35:01,12:35:34,2,4,33,1,20
6,3.05,10.96,12:35:39,12:36:12,2,2,33,1,20
5,2.33,4.7,12:36:17,12:36:50,2,1,33,1,20
13,1.47,35.52,12:36:55,12:37:28,2,3,33,0,35
8,2.25,11.06,12:37:33,12:38:06,2,4,33,0,35
2,22.5,5.92,12:38:11,12:38:44,2,2,33,2,40
6,1.77,4.98,12:38:49,12:39:22,2,1,33,1,20
6,3.58,18.48,12:39:27,12:40:00,2,3,33,0,35
10,1.73,14.98,12:40:05,12:40:38,2,4,33,0,35
3,10.08,6.11,12:40:43,12:41:16,2,2,33,2,40
9,2.62,5.94,12:41:21,12:41:54,2,1,33,1,20
5,2.48,15.04,12:41:59,12:42:32,2,3,33,1,20
14,1.63,23.12,12:42:37,12:43:10,2,4,33,0,35
2,1.33,6.17,12:43:15,12:43:48,2,2,33,1,20
7,3.79,6.66,12:43:53,12:44:26,2,1,33,1,20
2,4.33,2.14,12:44:31,12:45:04,2,3,33,1,20
12,1.83,24.18,12:45:09,12:45:42,2,4,33,0,35
8,2.61,12.2,12:45:47,12:46:20,2,2,33,0,35
10,3.21,6.0,12:46:25,12:46:58,2,1,33,0,38
7,2.39,13.97,12:47:03,12:47:36,2,3,33,0,35
9,1.32,16.19,12:47:41,12:48:14,2,4,33,0,35
5,2.6,7.65,12:48:19,12:48:52,2,2,33,1,20
5,1.21,6.12,12:48:57,12:49:30,2,1,33,1,20
5,6.23,6.84,12:49:35,12:50:08,2,3,33,1,26
10,1.9,18.34,12:50:13,12:50:46,2,4,33,0,35
7,4.51,12.99,12:50:51,12:51:24,2,2,33,0,35
7,2.57,2.55,12:51:29,12:52:02,2,1,33,1,20
8,2.4,18.4,12:52:07,12:52:40,2,3,33,0,35
6,2.17,12.62,12:52:45,12:53:18,2,4,33,1,20
3,2.58,9.46,12:53:23,12:53:56,2,2,33,1,20
2,0.92,1.34,12:54:01,12:54:34,2,1,33,1,20
5,4.31,7.44,12:54:39,12:55:12,2,3,33,1,26
4,1.53,9.61,12:55:17,12:55:50,2,4,33,1,20
3,2.83,10.4,12:55:55,12:56:28,2,2,33,1,20
4,3.83,2.16,12:56:33,12:57:06,2,1,33,1,20
7,4.49,13.61,12:57:11,12:57:44,2,3,33,0,35
7,1.81,17.23,12:57:49,12:58:22,2,4,33,0,35
3,3.12,8.11,12:58:27,12:59:00,2,2,33,1,20
5,0.92,3.66,12:59:05,12:59:38,2,1,33,1,20
6,3.17,11.21,12:59:43,13:00:16,2,3,33,1,26
1,0.0,3.94,13:00:21,13:00:54,2,4,33,1,20
3,1.12,9.37,13:00:59,13:01:32,2,2,33,1,20
9,3.25,2.91,13:01:37,13:02:10,2,1,33,1,20
5,2.04,7.35,13:02:15,13:02:48,2,3,33,1,20
4,6.14,10.12,13:02:53,13:03:26,2,4,33,1,20
1,0.0,6.32,13:03:31,13:04:04,2,2,33,1,20
1,0.0,0.58,13:04:09,13:04:42,2,1,33,1,20
7,3.5,15.27,13:04:47,13:05:20,2,3,33,0,35
5,4.0,9.07,13:05:25,13:05:58,2,4,33,1,20
5,6.19,9.9,13:06:03,13:06:36,2,2,33,1,20
1,0.0,1.29,13:06:41,13:07:14,2,1,33,1,20
15,1.95,30.67,13:07:19,13:07:52,2,3,33,0,35
3,6.54,13.35,13:07:57,13:08:30,2,4,33,1,20
12,2.0,19.02,13:08:35,13:09:08,2,2,33,0,35
1,0.0,0.76,13:09:13,13:09:46,2,1,33,1,20
11,2.02,22.25,13:09:51,13:10:24,2,3,33,0,35
4,1.72,7.35,13:10:29,13:11:02,2,4,33,1,20
3,10.54,8.81,13:11:07,13:11:40,2,2,33,2,31
6,2.87,5.35,13:11:45,13:12:18,2,1,33,1,20
8,2.35,22.13,13:12:23,13:12:56,2,3,33,0,35
4,4.53,5.06,13:13:01,13:13:34,2,4,33,1,20
4,1.44,7.62,13:13:39,13:14:12,2,2,33,1,20
6,4.07,2.39,13:14:17,13:14:50,2,1,33,1,20
7,1.68,13.82,13:14:55,13:15:28,2,3,33,0,35
3,2.67,6.02,13:15:33,13:16:06,2,4,33,1,20
3,2.58,7.79,13:16:11,13:16:44,2,2,33,1,20
3,5.58,2.06,13:16:49,13:17:22,2,1,33,1,25
7,3.39,10.96,13:17:27,13:18:00,2,3,33,1,20
9,1.83,22.5,13:18:05,13:18:38,2,4,33,0,35
2,3.17,7.3,13:18:43,13:19:16,2,2,33,1,20
4,9.39,3.89,13:19:21,13:19:54,2,1,33,2,37
1,0.0,0.91,13:19:59,13:20:32,2,3,33,1,20
4,2.58,7.32,13:20:37,13:21:10,2,4,33,1,20
1,0.0,4.24,13:21:15,13:21:48,2,2,33,1,20
7,4.12,4.31,13:21:53,13:22:26,2,1,33,1,25
7,2.89,12.46,13:22:31,13:23:04,2,3,33,0,35
8,1.99,17.44,13:23:09,13:23:42,2,4,33,0,35
8,2.7,16.72,13:23:47,13:24:20,2,2,33,0,35
7,2.04,8.49,13:24:25,13:24:58,2,1,33,1,25
5,3.67,10.33,13:25:03,13:25:36,2,3,33,1,20
3,1.29,9.37,13:25:41,13:26:14,2,4,33,1,20
3,3.21,6.17,13:26:19,13:26:52,2,2,33,1,20
5,6.48,5.52,13:26:57,13:27:30,2,1,33,1,25
10,2.13,20.85,13:27:35,13:28:08,2,3,33,0,35
9,1.89,17.74,13:28:13,13:28:46,2,4,33,0,35
3,4.04,7.02,13:28:51,13:29:24,2,2,33,1,20
8,1.57,6.72,13:29:29,13:30:02,2,1,33,1,25
4,2.25,8.09,13:30:07,13:30:40,2,3,33,1,21
5,2.31,17.49,13:30:45,13:31:18,2,4,33,0,35
7,2.9,9.93,13:31:23,13:31:56,2,2,33,1,20
9,2.81,13.47,13:32:01,13:32:34,2,1,33,0,35
6,3.68,11.21,13:32:39,13:33:12,2,3,33,1,21
4,2.97,10.53,13:33:17,13:33:50,2,4,33,1,20
8,4.32,13.41,13:33:55,13:34:28,2,2,33,0,35
4,2.58,1.32,13:34:33,13:35:06,2,1,33,1,20
10,2.4,21.18,13:35:11,13:35:44,2,3,33,0,35
1,0.0,10.18,13:35:49,13:36:22,2,4,33,1,20
5,2.15,16.06,13:36:27,13:37:00,2,2,33,0,35
1,0.0,0.85,13:37:05,13:37:38,2,1,33,1,20
5,3.15,10.91,13:37:43,13:38:16,2,3,33,1,21
2,3.58,4.55,13:38:21,13:38:54,2,4,33,1,20
0,0.0,3.01,13:38:59,13:39:32,2,2,33,1,20
4,3.86,2.34,13:39:37,13:40:10,2,1,33,1,20
6,5.5,11.71,13:40:15,13:40:48,2,3,33,1,21
3,10.04,5.4,13:40:53,13:41:26,2,4,33,2,30
6,1.82,13.96,13:41:31,13:42:04,2,2,33,0,35
3,0.79,1.46,13:42:09,13:42:42,2,1,33,1,20
6,3.92,10.69,13:42:47,13:43:20,2,3,33,1,21
7,1.32,11.39,13:43:25,13:43:58,2,4,33,0,35
6,3.1,18.7,13:44:03,13:44:36,2,2,33,0,35
3,1.75,2.36,13:44:41,13:45:14,2,1,33,1,20
10,1.87,20.09,13:45:19,13:45:52,2,3,33,0,35
7,2.89,17.31,13:45:57,13:46:30,2,4,33,0,35
7,1.78,14.37,13:46:35,13:47:08,2,2,33,0,35
2,3.5,1.47,13:47:13,13:47:46,2,1,33,1,20
6,1.8,13.68,13:47:51,13:48:24,2,3,33,0,35
15,1.51,26.62,13:48:29,13:49:02,2,4,33,0,35
3,2.54,6.19,13:49:07,13:49:40,2,2,33,1,20
3,11.42,2.24,13:49:45,13:50:18,2,1,33,2,34
7,1.93,18.76,13:50:23,13:50:56,2,3,33,0,35
7,1.61,10.78,13:51:01,13:51:34,2,4,33,1,20
6,5.13,10.03,13:51:39,13:52:12,2,2,33,1,20
7,1.4,3.76,13:52:17,13:52:50,2,1,33,1,20
5,1.79,8.77,13:52:55,13:53:28,2,3,33,1,20
11,1.3,19.45,13:53:33,13:54:06,2,4,33,0,35
4,3.44,7.73,13:54:11,13:54:44,2,2,33,1,20
0,0.0,0.51,13:54:49,13:55:22,2,1,33,1,20
11,2.02,19.06,13:55:27,13:56:00,2,3,33,0,35
7,1.88,14.46,13:56:05,13:56:38,2,4,33,0,35
6,2.18,20.52,13:56:43,13:57:16,2,2,33,0,35
2,3.92,1.88,13:57:21,13:57:54,2,1,33,1,20
7,2.92,17.74,13:57:59,13:58:32,2,3,33,0,35
6,2.73,17.21,13:58:37,13:59:10,2,4,33,0,35
10,3.14,15.9,13:59:15,13:59:48,2,2,33,0,35
3,3.17,2.22,13:59:53,14:00:26,2,1,33,1,20
11,2.39,23.51,14:00:31,14:01:04,2,3,33,0,35
6,1.47,10.36,14:01:09,14:01:42,2,4,33,1,20
3,3.17,8.51,14:01:47,14:02:20,2,2,33,1,20
7,1.76,3.27,14:02:25,14:02:58,2,1,33,1,20
8,1.39,12.93,14:03:03,14:03:36,2,3,33,0,35
8,2.01,11.82,14:03:41,14:04:14,2,4,33,0,35
3,3.25,4.57,14:04:19,14:04:52,2,2,33,1,20
3,1.46,6.2,14:04:57,14:05:30,2,1,33,1,20
13,1.49,24.65,14:05:35,14:06:08,2,3,33,0,35
10,1.28,21.04,14:06:13,14:06:46,2,4,33,0,35
11,1.46,20.45,14:06:51,14:07:24,2,2,33,0,35
3,1.58,0.91,14:07:29,14:08:02,2,1,33,1,20
13,1.4,23.32,14:08:07,14:08:40,2,3,33,0,35
1,0.0,7.05,14:08:45,14:09:18,2,4,33,1,20
10,2.46,13.76,14:09:23,14:09:56,2,2,33,0,35
8,2.08,3.63,14:10:01,14:10:34,2,1,33,1,20
5,6.6,9.4,14:10:39,14:11:12,2,3,33,1,35
3,4.21,9.86,14:11:17,14:11:50,2,4,33,1,20
6,2.97,10.28,14:11:55,14:12:28,2,2,33,1,20
7,2.03,2.41,14:12:33,14:13:06,2,1,33,1,20
6,3.3,13.73,14:13:11,14:13:44,2,3,33,0,35
9,1.76,19.64,14:13:49,14:14:22,2,4,33,0,35
7,3.6,8.69,14:14:27,14:15:00,2,2,33,1,20
6,5.4,3.29,14:15:05,14:15:38,2,1,33,1,20
4,1.86,5.38,14:15:43,14:16:16,2,3,33,1,20
4,3.0,12.96,14:16:21,14:16:54,2,4,33,1,20
5,2.5,15.98,14:16:59,14:17:32,2,2,33,0,35
2,1.08,1.54,14:17:37,14:18:10,2,1,33,1,20
7,3.29,18.41,14:18:15,14:18:48,2,3,33,0,35
0,0.0,1.27,14:18:53,14:19:26,2,4,33,1,20
3,3.54,6.4,14:19:31,14:20:04,2,2,33,1,20
4,2.69,4.16,14:20:09,14:20:42,2,1,33,1,20
6,2.75,12.41,14:20:47,14:21:20,2,3,33,1,20
10,1.55,24.12,14:21:25,14:21:58,2,4,33,0,35
7,1.35,14.35,14:22:03,14:22:36,2,2,33,0,35
6,1.97,11.48,14:22:41,14:23:14,2,1,33,1,20
7,1.93,20.35,14:23:19,14:23:52,2,3,33,0,35
8,1.94,12.88,14:23:57,14:24:30,2,4,33,0,35
14,2.23,30.48,14:24:35,14:25:08,2,2,33,0,35
0,0.0,0.48,14:25:13,14:25:46,2,1,33,1,20
9,2.8,18.43,14:25:51,14:26:24,2,3,33,0,35
13,2.07,20.02,14:26:29,14:27:02,2,4,33,0,35
3,4.71,5.93,14:27:07,14:27:40,2,2,33,1,20
3,3.12,3.37,14:27:45,14:28:18,2,1,33,1,20
9,3.01,13.62,14:28:23,14:28:56,2,3,33,0,35
10,1.6,14.64,14:29:01,14:29:34,2,4,33,0,35
3,7.17,6.67,14:29:39,14:30:12,2,2,33,2,21
2,2.17,1.94,14:30:17,14:30:50,2,1,33,1,20
9,2.41,26.87,14:30:55,14:31:28,2,3,33,0,35
6,2.65,11.22,14:31:33,14:32:06,2,4,33,1,20
7,2.1,15.04,14:32:11,14:32:44,2,2,33,0,35
4,6.06,6.82,14:32:49,14:33:22,2,1,33,1,20
6,2.62,11.96,14:33:27,14:34:00,2,3,33,1,20
6,1.73,13.12,14:34:05,14:34:38,2,4,33,1,20
4,1.19,7.73,14:34:43,14:35:16,2,2,33,1,35
1,0.0,12.53,14:35:21,14:35:54,2,1,33,1,20
8,2.33,14.76,14:35:59,14:36:32,2,3,33,0,35
10,2.11,21.89,14:36:37,14:37:10,2,4,33,0,35
0,0.0,2.53,14:37:15,14:37:48,2,2,33,1,35
0,0.0,7.49,14:37:53,14:38:26,2,1,33,1,20
3,11.46,5.24,14:38:31,14:39:04,2,3,33,2,34
9,1.81,12.57,14:39:09,14:39:42,2,4,33,0,35
0,0.0,2.35,14:39:47,14:40:20,2,2,33,1,35
3,5.42,2.46,14:40:25,14:40:58,2,1,33,1,20
11,1.81,17.41,14:41:03,14:41:36,2,3,33,0,35
10,2.26,17.78,14:41:41,14:42:14,2,4,33,0,35
8,2.9,20.17,14:42:19,14:42:52,2,2,33,0,35
4,2.36,7.66,14:42:57,14:43:30,2,1,33,1,20
3,3.0,3.97,14:43:35,14:44:08,2,3,33,1,20
9,3.28,12.42,14:44:13,14:44:46,2,4,33,0,35
6,2.9,13.66,14:44:51,14:45:24,2,2,33,0,35
5,2.38,6.29,14:45:29,14:46:02,2,1,33,1,20
10,1.7,14.72,14:46:07,14:46:40,2,3,33,0,35
4,3.39,7.6,14:46:45,14:47:18,2,4,33,1,20
1,0.0,3.81,14:47:23,14:47:56,2,2,33,1,20
1,0.0,1.85,14:48:01,14:48:34,2,1,33,1,20
